user_id,favorite_genre,avoid_rank,movie_id,title,global_avg_rating
499,Drama,5,375,Showgirls (1995),1.9565
500,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
500,Drama,2,981,Dangerous Ground (1997),1.75
500,Drama,3,1272,Talking About Sex (1994),1.8
500,Drama,4,1165,Big Bully (1996),1.8571
500,Drama,5,375,Showgirls (1995),1.9565
501,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
501,Drama,2,981,Dangerous Ground (1997),1.75
501,Drama,3,1272,Talking About Sex (1994),1.8
501,Drama,4,1165,Big Bully (1996),1.8571
501,Drama,5,375,Showgirls (1995),1.9565
502,Thriller,1,758,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
502,Thriller,2,1274,Robocop 3 (1993),1.7273
502,Thriller,3,976,Solo (1996),1.8333
502,Thriller,4,743,"Crow: City of Angels, The (1996)",1.9487
502,Thriller,5,1393,Stag (1997),2.1111
503,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
503,Drama,2,981,Dangerous Ground (1997),1.75
503,Drama,3,1272,Talking About Sex (1994),1.8
503,Drama,4,1165,Big Bully (1996),1.8571
503,Drama,5,375,Showgirls (1995),1.9565
504,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
504,Drama,2,981,Dangerous Ground (1997),1.75
504,Drama,3,1272,Talking About Sex (1994),1.8
504,Drama,4,1165,Big Bully (1996),1.8571
504,Drama,5,375,Showgirls (1995),1.9565
505,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
505,Drama,2,981,Dangerous Ground (1997),1.75
505,Drama,3,1272,Talking About Sex (1994),1.8
505,Drama,4,1165,Big Bully (1996),1.8571
505,Drama,5,375,Showgirls (1995),1.9565
506,Comedy,1,1287,Ed (1996),1.3333
506,Comedy,2,104,Theodore Rex (1995),1.4
506,Comedy,3,1246,Bushwhacked (1995),1.5714
506,Comedy,4,1162,Phat Beach (1996),1.6
506,Comedy,5,1509,Getting Even with Dad (1994),1.6
507,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
507,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
507,Action,3,1087,Bloodsport 2 (1995),1.7
507,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
507,Action,5,976,Solo (1996),1.8333
508,Comedy,1,1287,Ed (1996),1.3333
508,Comedy,2,104,Theodore Rex (1995),1.4
508,Comedy,3,1246,Bushwhacked (1995),1.5714
508,Comedy,4,1162,Phat Beach (1996),1.6
508,Comedy,5,1509,Getting Even with Dad (1994),1.6
509,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
509,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
509,Action,3,1087,Bloodsport 2 (1995),1.7
509,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
509,Action,5,976,Solo (1996),1.8333
510,Drama,1,981,Dangerous Ground (1997),1.75
510,Drama,2,1272,Talking About Sex (1994),1.8
510,Drama,3,1165,Big Bully (1996),1.8571
510,Drama,4,375,Showgirls (1995),1.9565
510,Drama,5,555,White Man's Burden (1995),2.0
511,Thriller,1,758,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
511,Thriller,2,1274,Robocop 3 (1993),1.7273
511,Thriller,3,976,Solo (1996),1.8333
511,Thriller,4,743,"Crow: City of Angels, The (1996)",1.9487
511,Thriller,5,1393,Stag (1997),2.1111
512,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
512,Drama,2,981,Dangerous Ground (1997),1.75
512,Drama,3,1272,Talking About Sex (1994),1.8
512,Drama,4,1165,Big Bully (1996),1.8571
512,Drama,5,375,Showgirls (1995),1.9565
513,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
513,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
513,Action,3,1087,Bloodsport 2 (1995),1.7
513,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
513,Action,5,976,Solo (1996),1.8333
514,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
514,Drama,2,981,Dangerous Ground (1997),1.75
514,Drama,3,1272,Talking About Sex (1994),1.8
514,Drama,4,1165,Big Bully (1996),1.8571
514,Drama,5,375,Showgirls (1995),1.9565
515,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
515,Drama,2,981,Dangerous Ground (1997),1.75
515,Drama,3,1272,Talking About Sex (1994),1.8
515,Drama,4,1165,Big Bully (1996),1.8571
515,Drama,5,375,Showgirls (1995),1.9565
516,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
516,Drama,2,981,Dangerous Ground (1997),1.75
516,Drama,3,1272,Talking About Sex (1994),1.8
516,Drama,4,1165,Big Bully (1996),1.8571
516,Drama,5,375,Showgirls (1995),1.9565
517,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
517,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
517,Action,3,1087,Bloodsport 2 (1995),1.7
517,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
517,Action,5,976,Solo (1996),1.8333
518,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
518,Drama,2,981,Dangerous Ground (1997),1.75
518,Drama,3,1272,Talking About Sex (1994),1.8
518,Drama,4,1165,Big Bully (1996),1.8571
518,Drama,5,375,Showgirls (1995),1.9565
519,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
519,Drama,2,981,Dangerous Ground (1997),1.75
519,Drama,3,1272,Talking About Sex (1994),1.8
519,Drama,4,1165,Big Bully (1996),1.8571
519,Drama,5,375,Showgirls (1995),1.9565
520,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
520,Drama,2,981,Dangerous Ground (1997),1.75
520,Drama,3,1272,Talking About Sex (1994),1.8
520,Drama,4,1165,Big Bully (1996),1.8571
520,Drama,5,375,Showgirls (1995),1.9565
521,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
521,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
521,Action,3,1087,Bloodsport 2 (1995),1.7
521,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
521,Action,5,976,Solo (1996),1.8333
522,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
522,Drama,2,981,Dangerous Ground (1997),1.75
522,Drama,3,1272,Talking About Sex (1994),1.8
522,Drama,4,1165,Big Bully (1996),1.8571
522,Drama,5,375,Showgirls (1995),1.9565
523,Comedy,1,1287,Ed (1996),1.3333
523,Comedy,2,104,Theodore Rex (1995),1.4
523,Comedy,3,1246,Bushwhacked (1995),1.5714
523,Comedy,4,1509,Getting Even with Dad (1994),1.6
523,Comedy,5,1162,Phat Beach (1996),1.6
524,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
524,Drama,2,981,Dangerous Ground (1997),1.75
524,Drama,3,1272,Talking About Sex (1994),1.8
524,Drama,4,1165,Big Bully (1996),1.8571
524,Drama,5,375,Showgirls (1995),1.9565
525,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
525,Drama,2,981,Dangerous Ground (1997),1.75
525,Drama,3,1272,Talking About Sex (1994),1.8
525,Drama,4,1165,Big Bully (1996),1.8571
525,Drama,5,375,Showgirls (1995),1.9565
526,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
526,Drama,2,981,Dangerous Ground (1997),1.75
526,Drama,3,1272,Talking About Sex (1994),1.8
526,Drama,4,1165,Big Bully (1996),1.8571
526,Drama,5,375,Showgirls (1995),1.9565
527,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
527,Drama,2,981,Dangerous Ground (1997),1.75
527,Drama,3,1272,Talking About Sex (1994),1.8
527,Drama,4,1165,Big Bully (1996),1.8571
527,Drama,5,375,Showgirls (1995),1.9565
528,Comedy,1,1287,Ed (1996),1.3333
528,Comedy,2,104,Theodore Rex (1995),1.4
528,Comedy,3,1246,Bushwhacked (1995),1.5714
528,Comedy,4,1162,Phat Beach (1996),1.6
528,Comedy,5,1509,Getting Even with Dad (1994),1.6
529,Thriller,1,758,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
529,Thriller,2,1274,Robocop 3 (1993),1.7273
529,Thriller,3,976,Solo (1996),1.8333
529,Thriller,4,743,"Crow: City of Angels, The (1996)",1.9487
529,Thriller,5,1393,Stag (1997),2.1111
530,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
530,Drama,2,981,Dangerous Ground (1997),1.75
530,Drama,3,1272,Talking About Sex (1994),1.8
530,Drama,4,1165,Big Bully (1996),1.8571
530,Drama,5,375,Showgirls (1995),1.9565
531,Drama,1,981,Dangerous Ground (1997),1.75
531,Drama,2,1272,Talking About Sex (1994),1.8
531,Drama,3,1165,Big Bully (1996),1.8571
531,Drama,4,375,Showgirls (1995),1.9565
531,Drama,5,1214,In the Realm of the Senses (Ai no corrida) (1976),2.0
532,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
532,Drama,2,981,Dangerous Ground (1997),1.75
532,Drama,3,1272,Talking About Sex (1994),1.8
532,Drama,4,1165,Big Bully (1996),1.8571
532,Drama,5,375,Showgirls (1995),1.9565
533,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
533,Drama,2,981,Dangerous Ground (1997),1.75
533,Drama,3,1272,Talking About Sex (1994),1.8
533,Drama,4,1165,Big Bully (1996),1.8571
533,Drama,5,375,Showgirls (1995),1.9565
534,Comedy,1,1287,Ed (1996),1.3333
534,Comedy,2,104,Theodore Rex (1995),1.4
534,Comedy,3,1246,Bushwhacked (1995),1.5714
534,Comedy,4,1509,Getting Even with Dad (1994),1.6
534,Comedy,5,1162,Phat Beach (1996),1.6
535,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
535,Drama,2,981,Dangerous Ground (1997),1.75
535,Drama,3,1272,Talking About Sex (1994),1.8
535,Drama,4,1165,Big Bully (1996),1.8571
535,Drama,5,375,Showgirls (1995),1.9565
536,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
536,Drama,2,981,Dangerous Ground (1997),1.75
536,Drama,3,1272,Talking About Sex (1994),1.8
536,Drama,4,1165,Big Bully (1996),1.8571
536,Drama,5,375,Showgirls (1995),1.9565
537,Drama,1,981,Dangerous Ground (1997),1.75
537,Drama,2,1272,Talking About Sex (1994),1.8
537,Drama,3,1165,Big Bully (1996),1.8571
537,Drama,4,375,Showgirls (1995),1.9565
537,Drama,5,1214,In the Realm of the Senses (Ai no corrida) (1976),2.0
538,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
538,Drama,2,981,Dangerous Ground (1997),1.75
538,Drama,3,1272,Talking About Sex (1994),1.8
538,Drama,4,1165,Big Bully (1996),1.8571
538,Drama,5,375,Showgirls (1995),1.9565
539,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
539,Drama,2,981,Dangerous Ground (1997),1.75
539,Drama,3,1272,Talking About Sex (1994),1.8
539,Drama,4,1165,Big Bully (1996),1.8571
539,Drama,5,375,Showgirls (1995),1.9565
540,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
540,Drama,2,981,Dangerous Ground (1997),1.75
540,Drama,3,1272,Talking About Sex (1994),1.8
540,Drama,4,1165,Big Bully (1996),1.8571
540,Drama,5,375,Showgirls (1995),1.9565
541,Comedy,1,1287,Ed (1996),1.3333
541,Comedy,2,104,Theodore Rex (1995),1.4
541,Comedy,3,1246,Bushwhacked (1995),1.5714
541,Comedy,4,1162,Phat Beach (1996),1.6
541,Comedy,5,1509,Getting Even with Dad (1994),1.6
542,Comedy,1,1287,Ed (1996),1.3333
542,Comedy,2,104,Theodore Rex (1995),1.4
542,Comedy,3,1246,Bushwhacked (1995),1.5714
542,Comedy,4,1509,Getting Even with Dad (1994),1.6
542,Comedy,5,1162,Phat Beach (1996),1.6
543,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
543,Drama,2,981,Dangerous Ground (1997),1.75
543,Drama,3,1272,Talking About Sex (1994),1.8
543,Drama,4,1165,Big Bully (1996),1.8571
543,Drama,5,375,Showgirls (1995),1.9565
544,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
544,Drama,2,981,Dangerous Ground (1997),1.75
544,Drama,3,1272,Talking About Sex (1994),1.8
544,Drama,4,1165,Big Bully (1996),1.8571
544,Drama,5,375,Showgirls (1995),1.9565
545,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
545,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
545,Action,3,1087,Bloodsport 2 (1995),1.7
545,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
545,Action,5,976,Solo (1996),1.8333
546,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
546,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
546,Action,3,1087,Bloodsport 2 (1995),1.7
546,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
546,Action,5,976,Solo (1996),1.8333
547,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
547,Drama,2,981,Dangerous Ground (1997),1.75
547,Drama,3,1272,Talking About Sex (1994),1.8
547,Drama,4,1165,Big Bully (1996),1.8571
547,Drama,5,375,Showgirls (1995),1.9565
548,Thriller,1,758,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
548,Thriller,2,1274,Robocop 3 (1993),1.7273
548,Thriller,3,976,Solo (1996),1.8333
548,Thriller,4,743,"Crow: City of Angels, The (1996)",1.9487
548,Thriller,5,1393,Stag (1997),2.1111
549,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
549,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
549,Action,3,1087,Bloodsport 2 (1995),1.7
549,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
549,Action,5,976,Solo (1996),1.8333
550,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
550,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
550,Action,3,1087,Bloodsport 2 (1995),1.7
550,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
550,Action,5,976,Solo (1996),1.8333
551,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
551,Drama,2,981,Dangerous Ground (1997),1.75
551,Drama,3,1272,Talking About Sex (1994),1.8
551,Drama,4,1165,Big Bully (1996),1.8571
551,Drama,5,375,Showgirls (1995),1.9565
552,Comedy,1,1287,Ed (1996),1.3333
552,Comedy,2,104,Theodore Rex (1995),1.4
552,Comedy,3,1246,Bushwhacked (1995),1.5714
552,Comedy,4,1509,Getting Even with Dad (1994),1.6
552,Comedy,5,1162,Phat Beach (1996),1.6
553,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
553,Drama,2,981,Dangerous Ground (1997),1.75
553,Drama,3,1272,Talking About Sex (1994),1.8
553,Drama,4,1165,Big Bully (1996),1.8571
553,Drama,5,375,Showgirls (1995),1.9565
554,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
554,Drama,2,981,Dangerous Ground (1997),1.75
554,Drama,3,1272,Talking About Sex (1994),1.8
554,Drama,4,1165,Big Bully (1996),1.8571
554,Drama,5,375,Showgirls (1995),1.9565
555,Comedy,1,1287,Ed (1996),1.3333
555,Comedy,2,104,Theodore Rex (1995),1.4
555,Comedy,3,1246,Bushwhacked (1995),1.5714
555,Comedy,4,1509,Getting Even with Dad (1994),1.6
555,Comedy,5,1162,Phat Beach (1996),1.6
556,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
556,Drama,2,981,Dangerous Ground (1997),1.75
556,Drama,3,1272,Talking About Sex (1994),1.8
556,Drama,4,1165,Big Bully (1996),1.8571
556,Drama,5,375,Showgirls (1995),1.9565
557,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
557,Drama,2,981,Dangerous Ground (1997),1.75
557,Drama,3,1272,Talking About Sex (1994),1.8
557,Drama,4,1165,Big Bully (1996),1.8571
557,Drama,5,375,Showgirls (1995),1.9565
558,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
558,Drama,2,981,Dangerous Ground (1997),1.75
558,Drama,3,1272,Talking About Sex (1994),1.8
558,Drama,4,1165,Big Bully (1996),1.8571
558,Drama,5,375,Showgirls (1995),1.9565
559,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
559,Drama,2,981,Dangerous Ground (1997),1.75
559,Drama,3,1272,Talking About Sex (1994),1.8
559,Drama,4,1165,Big Bully (1996),1.8571
559,Drama,5,375,Showgirls (1995),1.9565
560,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
560,Drama,2,981,Dangerous Ground (1997),1.75
560,Drama,3,1272,Talking About Sex (1994),1.8
560,Drama,4,1165,Big Bully (1996),1.8571
560,Drama,5,375,Showgirls (1995),1.9565
561,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
561,Drama,2,981,Dangerous Ground (1997),1.75
561,Drama,3,1272,Talking About Sex (1994),1.8
561,Drama,4,1165,Big Bully (1996),1.8571
561,Drama,5,375,Showgirls (1995),1.9565
562,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
562,Drama,2,981,Dangerous Ground (1997),1.75
562,Drama,3,1272,Talking About Sex (1994),1.8
562,Drama,4,1165,Big Bully (1996),1.8571
562,Drama,5,375,Showgirls (1995),1.9565
563,Comedy,1,1287,Ed (1996),1.3333
563,Comedy,2,104,Theodore Rex (1995),1.4
563,Comedy,3,1246,Bushwhacked (1995),1.5714
563,Comedy,4,1162,Phat Beach (1996),1.6
563,Comedy,5,1509,Getting Even with Dad (1994),1.6
564,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
564,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
564,Action,3,1087,Bloodsport 2 (1995),1.7
564,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
564,Action,5,976,Solo (1996),1.8333
565,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
565,Drama,2,981,Dangerous Ground (1997),1.75
565,Drama,3,1272,Talking About Sex (1994),1.8
565,Drama,4,1165,Big Bully (1996),1.8571
565,Drama,5,375,Showgirls (1995),1.9565
566,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
566,Drama,2,981,Dangerous Ground (1997),1.75
566,Drama,3,1272,Talking About Sex (1994),1.8
566,Drama,4,1165,Big Bully (1996),1.8571
566,Drama,5,375,Showgirls (1995),1.9565
567,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
567,Drama,2,981,Dangerous Ground (1997),1.75
567,Drama,3,1272,Talking About Sex (1994),1.8
567,Drama,4,1165,Big Bully (1996),1.8571
567,Drama,5,375,Showgirls (1995),1.9565
568,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
568,Drama,2,981,Dangerous Ground (1997),1.75
568,Drama,3,1272,Talking About Sex (1994),1.8
568,Drama,4,1165,Big Bully (1996),1.8571
568,Drama,5,375,Showgirls (1995),1.9565
569,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
569,Drama,2,981,Dangerous Ground (1997),1.75
569,Drama,3,1272,Talking About Sex (1994),1.8
569,Drama,4,1165,Big Bully (1996),1.8571
569,Drama,5,375,Showgirls (1995),1.9565
570,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
570,Drama,2,981,Dangerous Ground (1997),1.75
570,Drama,3,1272,Talking About Sex (1994),1.8
570,Drama,4,1165,Big Bully (1996),1.8571
570,Drama,5,375,Showgirls (1995),1.9565
571,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
571,Drama,2,981,Dangerous Ground (1997),1.75
571,Drama,3,1272,Talking About Sex (1994),1.8
571,Drama,4,1165,Big Bully (1996),1.8571
571,Drama,5,375,Showgirls (1995),1.9565
572,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
572,Drama,2,981,Dangerous Ground (1997),1.75
572,Drama,3,1272,Talking About Sex (1994),1.8
572,Drama,4,1165,Big Bully (1996),1.8571
572,Drama,5,375,Showgirls (1995),1.9565
573,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
573,Drama,2,981,Dangerous Ground (1997),1.75
573,Drama,3,1272,Talking About Sex (1994),1.8
573,Drama,4,1165,Big Bully (1996),1.8571
573,Drama,5,375,Showgirls (1995),1.9565
574,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
574,Drama,2,981,Dangerous Ground (1997),1.75
574,Drama,3,1272,Talking About Sex (1994),1.8
574,Drama,4,1165,Big Bully (1996),1.8571
574,Drama,5,375,Showgirls (1995),1.9565
575,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
575,Drama,2,981,Dangerous Ground (1997),1.75
575,Drama,3,1272,Talking About Sex (1994),1.8
575,Drama,4,1165,Big Bully (1996),1.8571
575,Drama,5,375,Showgirls (1995),1.9565
576,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
576,Drama,2,981,Dangerous Ground (1997),1.75
576,Drama,3,1272,Talking About Sex (1994),1.8
576,Drama,4,1165,Big Bully (1996),1.8571
576,Drama,5,375,Showgirls (1995),1.9565
577,Comedy,1,1287,Ed (1996),1.3333
577,Comedy,2,104,Theodore Rex (1995),1.4
577,Comedy,3,1246,Bushwhacked (1995),1.5714
577,Comedy,4,1162,Phat Beach (1996),1.6
577,Comedy,5,1509,Getting Even with Dad (1994),1.6
578,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
578,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
578,Action,3,1087,Bloodsport 2 (1995),1.7
578,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
578,Action,5,976,Solo (1996),1.8333
579,Comedy,1,1287,Ed (1996),1.3333
579,Comedy,2,104,Theodore Rex (1995),1.4
579,Comedy,3,1246,Bushwhacked (1995),1.5714
579,Comedy,4,1162,Phat Beach (1996),1.6
579,Comedy,5,1509,Getting Even with Dad (1994),1.6
580,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
580,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
580,Action,3,1087,Bloodsport 2 (1995),1.7
580,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
580,Action,5,976,Solo (1996),1.8333
581,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
581,Drama,2,981,Dangerous Ground (1997),1.75
581,Drama,3,1272,Talking About Sex (1994),1.8
581,Drama,4,1165,Big Bully (1996),1.8571
581,Drama,5,375,Showgirls (1995),1.9565
582,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
582,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
582,Action,3,1087,Bloodsport 2 (1995),1.7
582,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
582,Action,5,976,Solo (1996),1.8333
583,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
583,Drama,2,981,Dangerous Ground (1997),1.75
583,Drama,3,1272,Talking About Sex (1994),1.8
583,Drama,4,1165,Big Bully (1996),1.8571
583,Drama,5,375,Showgirls (1995),1.9565
584,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
584,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
584,Action,3,1087,Bloodsport 2 (1995),1.7
584,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
584,Action,5,976,Solo (1996),1.8333
585,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
585,Drama,2,981,Dangerous Ground (1997),1.75
585,Drama,3,1272,Talking About Sex (1994),1.8
585,Drama,4,1165,Big Bully (1996),1.8571
585,Drama,5,375,Showgirls (1995),1.9565
586,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
586,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
586,Action,3,1087,Bloodsport 2 (1995),1.7
586,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
586,Action,5,976,Solo (1996),1.8333
587,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
587,Drama,2,981,Dangerous Ground (1997),1.75
587,Drama,3,1272,Talking About Sex (1994),1.8
587,Drama,4,1165,Big Bully (1996),1.8571
587,Drama,5,375,Showgirls (1995),1.9565
588,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
588,Drama,2,981,Dangerous Ground (1997),1.75
588,Drama,3,1272,Talking About Sex (1994),1.8
588,Drama,4,1165,Big Bully (1996),1.8571
588,Drama,5,375,Showgirls (1995),1.9565
589,Thriller,1,758,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
589,Thriller,2,1274,Robocop 3 (1993),1.7273
589,Thriller,3,976,Solo (1996),1.8333
589,Thriller,4,743,"Crow: City of Angels, The (1996)",1.9487
589,Thriller,5,1393,Stag (1997),2.1111
590,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
590,Drama,2,981,Dangerous Ground (1997),1.75
590,Drama,3,1272,Talking About Sex (1994),1.8
590,Drama,4,1165,Big Bully (1996),1.8571
590,Drama,5,375,Showgirls (1995),1.9565
591,Comedy,1,1287,Ed (1996),1.3333
591,Comedy,2,104,Theodore Rex (1995),1.4
591,Comedy,3,1246,Bushwhacked (1995),1.5714
591,Comedy,4,1162,Phat Beach (1996),1.6
591,Comedy,5,1509,Getting Even with Dad (1994),1.6
592,Drama,1,981,Dangerous Ground (1997),1.75
592,Drama,2,1272,Talking About Sex (1994),1.8
592,Drama,3,1165,Big Bully (1996),1.8571
592,Drama,4,375,Showgirls (1995),1.9565
592,Drama,5,1214,In the Realm of the Senses (Ai no corrida) (1976),2.0
593,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
593,Drama,2,981,Dangerous Ground (1997),1.75
593,Drama,3,1272,Talking About Sex (1994),1.8
593,Drama,4,1165,Big Bully (1996),1.8571
593,Drama,5,375,Showgirls (1995),1.9565
594,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
594,Drama,2,981,Dangerous Ground (1997),1.75
594,Drama,3,1272,Talking About Sex (1994),1.8
594,Drama,4,1165,Big Bully (1996),1.8571
594,Drama,5,375,Showgirls (1995),1.9565
595,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
595,Drama,2,981,Dangerous Ground (1997),1.75
595,Drama,3,1272,Talking About Sex (1994),1.8
595,Drama,4,375,Showgirls (1995),1.9565
595,Drama,5,555,White Man's Burden (1995),2.0
596,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
596,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
596,Action,3,1087,Bloodsport 2 (1995),1.7
596,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
596,Action,5,976,Solo (1996),1.8333
597,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
597,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
597,Action,3,1087,Bloodsport 2 (1995),1.7
597,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
597,Action,5,976,Solo (1996),1.8333
598,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
598,Drama,2,981,Dangerous Ground (1997),1.75
598,Drama,3,1272,Talking About Sex (1994),1.8
598,Drama,4,1165,Big Bully (1996),1.8571
598,Drama,5,375,Showgirls (1995),1.9565
599,Romance,1,545,Vampire in Brooklyn (1995),1.8333
599,Romance,2,1487,Even Cowgirls Get the Blues (1993),2.0
599,Romance,3,1037,Grease 2 (1982),2.0
599,Romance,4,1089,Speed 2: Cruise Control (1997),2.1316
599,Romance,5,1289,Jack and Sarah (1995),2.1429
600,Action,1,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0
600,Action,2,1250,Best of the Best 3: No Turning Back (1995),1.5
600,Action,3,1087,Bloodsport 2 (1995),1.7
600,Action,4,247,Turbo: A Power Rangers Movie (1997),1.8
600,Action,5,976,Solo (1996),1.8333
601,Drama,1,457,Free Willy 3: The Rescue (1997),1.7407
601,Drama,2,981,Dangerous Ground (1997),1.75
601,Drama,3,1272,Talking About Sex (1994),1.8
