movie_id,avg_rating,rating_count,title
397,2.5833,12,Striking Distance (1993)
911,2.5,4,Twilight (1998)
1139,2.6061,33,Hackers (1995)
1282,3.2222,9,"Grass Harp, The (1995)"
257,3.7459,303,Men in Black (1997)
85,3.0345,58,"Ref, The (1994)"
554,2.8039,102,Waterworld (1995)
207,3.8182,66,Cyrano de Bergerac (1990)
624,3.2727,22,"Three Caballeros, The (1945)"
885,2.2308,13,Phantoms (1998)
1132,2.625,32,Feeling Minnesota (1996)
791,2.5,10,"Baby-Sitters Club, The (1995)"
176,3.9472,284,Aliens (1986)
322,3.0872,218,Murder at 1600 (1997)
1053,3.4583,24,Now and Then (1995)
997,2.125,16,Stuart Saves His Family (1995)
1121,3.7619,21,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
956,3.6087,46,Nobody's Fool (1994)
1500,5,2,Santa with Muscles (1996)
440,1.6429,14,Amityville II: The Possession (1982)
1270,2.2857,7,Life with Mikey (1993)
73,3.4688,128,Maverick (1994)
1299,3,8,Penny Serenade (1941)
1195,3.2727,11,Strawberry and Chocolate (Fresa y chocolate) (1993)
381,3.55,100,Muriel's Wedding (1994)
671,3.6087,46,Bride of Frankenstein (1935)
622,3.359,39,Swiss Family Robinson (1960)
444,2.7174,46,"Blob, The (1958)"
746,3.6639,119,Real Genius (1985)
678,2.8082,219,Volcano (1997)
665,2.83,100,Alien 3 (1992)
174,4.2524,420,Raiders of the Lost Ark (1981)
1323,2.6667,3,"Wooden Man's Bride, The (Wu Kui) (1994)"
1321,2.5,2,Open Season (1996)
818,2.76,25,Girl 6 (1996)
1257,1.75,4,"Designated Mourner, The (1997)"
123,3.2348,115,"Frighteners, The (1996)"
730,3.5,24,"Queen Margot (Reine Margot, La) (1994)"
177,3.8613,137,"Good, The Bad and The Ugly, The (1966)"
218,3.4561,171,Cape Fear (1991)
745,3.875,16,"Ruling Class, The (1972)"
212,3.4565,92,"Unbearable Lightness of Being, The (1988)"
866,3.3193,119,Michael (1996)
368,1.9032,31,Bio-Dome (1996)
1366,1,1,JLG/JLG - autoportrait de d�cembre (1994)
1208,2.85,20,Kiss of Death (1995)
507,3.8163,98,"Streetcar Named Desire, A (1951)"
1493,1,1,"Modern Affair, A (1995)"
823,2.878,82,Mulholland Falls (1996)
1266,3.1667,12,Bread and Chocolate (Pane e cioccolata) (1973)
1302,3.4,5,Late Bloomers (1996)
417,3.0959,73,"Parent Trap, The (1961)"
667,2.1667,12,Audrey Rose (1977)
1313,3.1429,14,Palmetto (1998)
1372,3,3,"Stranger, The (1994)"
51,3.4568,81,Legends of the Fall (1994)
794,3.6522,46,It Could Happen to You (1994)
409,3.1429,70,Jack (1996)
47,3.6015,133,Ed Wood (1994)
724,3.4868,76,Circle of Friends (1995)
1421,3.1818,11,My Crazy Life (Mi vida loca) (1993)
358,2.6154,143,Spawn (1997)
1120,3,17,I'm Not Rappaport (1996)
168,4.0665,316,Monty Python and the Holy Grail (1974)
1391,2,3,For Ever Mozart (1996)
1563,1,1,"Promise, The (Versprechen, Das) (1994)"
585,2.4872,39,Son in Law (1993)
676,3.3377,77,"Crucible, The (1996)"
354,3.4861,72,"Wedding Singer, The (1998)"
41,3.0811,37,Billy Madison (1995)
559,3.1825,137,Interview with the Vampire (1994)
655,3.8811,227,Stand by Me (1986)
1227,2.375,8,"Awfully Big Adventure, An (1995)"
664,3.5435,46,"Paris, Texas (1984)"
1632,3,1,Land and Freedom (Tierra y libertad) (1995)
137,3.9006,171,Big Night (1996)
1111,3.4286,7,Double Happiness (1994)
612,3.9412,34,Lost Horizon (1937)
382,3.5946,111,"Adventures of Priscilla, Queen of the Desert, The (1994)"
862,2.1111,18,Jingle All the Way (1996)
618,3.6111,18,Picnic (1955)
411,2.9141,163,"Nutty Professor, The (1996)"
471,3.6109,221,Courage Under Fire (1996)
1125,4.25,4,"Innocents, The (1961)"
908,2.5,20,Half Baked (1998)
1435,2.5714,7,"Steal Big, Steal Little (1995)"
953,3.3182,22,Unstrung Heroes (1995)
726,2.4286,14,Fluke (1995)
525,4.0274,73,"Big Sleep, The (1946)"
236,3.6222,45,Citizen Ruth (1996)
1228,2.4583,48,Under Siege 2: Dark Territory (1995)
1464,2.3333,3,"Stars Fell on Henrietta, The (1995)"
1340,1,1,"Crude Oasis, The (1995)"
1151,2.1429,7,Original Gangstas (1996)
1504,3.6667,3,"Bewegte Mann, Der (1994)"
834,2.2,25,Halloween: The Curse of Michael Myers (1995)
74,3,7,Faster Pussycat! Kill! Kill! (1965)
969,3.8,75,Winnie the Pooh and the Blustery Day (1968)
1024,3.6,15,Mrs. Dalloway (1997)
1462,3.7143,7,"Thieves (Voleurs, Les) (1996)"
944,3,43,Renaissance Man (1994)
1362,2,2,American Strays (1996)
359,3.5,18,"Assignment, The (1997)"
215,3.6981,212,Field of Dreams (1989)
264,2.7426,101,Mimic (1997)
245,3.1083,240,"Devil's Own, The (1997)"
461,3.6216,74,Smoke (1995)
1549,1.5,2,Dream Man (1995)
361,3.5,10,Incognito (1997)
463,3.8592,71,"Secret of Roan Inish, The (1994)"
241,3.5469,128,"Last of the Mohicans, The (1992)"
1447,3,1,Century (1993)
286,3.657,481,"English Patient, The (1996)"
374,2.2727,11,Mighty Morphin Power Rangers: The Movie (1995)
963,4.2927,41,Some Folks Call It a Sling Blade (1993)
822,3,4,Faces (1968)
1356,2.6667,3,Ed's Next Move (1996)
118,3.215,293,Twister (1996)
824,2.7551,49,"Great White Hype, The (1996)"
1153,3.4737,19,Backbeat (1993)
261,2.5581,43,Air Bud (1997)
1319,1.75,4,"Neon Bible, The (1995)"
1541,3.5,2,"Beans of Egypt, Maine, The (1994)"
1360,1.5,2,"Sexual Life of the Belgians, The (1994)"
1305,2.4286,7,National Lampoon's Senior Trip (1995)
1492,4,1,Window to Paris (1994)
237,3.7109,384,Jerry Maguire (1996)
1244,2.9167,36,Metro (1997)
1674,4,1,Mamma Roma (1962)
194,4.0581,241,"Sting, The (1973)"
456,2.3125,48,Beverly Hills Ninja (1997)
1008,3.3784,37,I Shot Andy Warhol (1996)
60,4.0156,64,Three Colors: Blue (1993)
1217,2.8718,39,Assassins (1995)
1025,2.9318,44,Fire Down Below (1997)
820,2.7742,93,Space Jam (1996)
1314,2.4545,11,Surviving the Game (1994)
1269,3.9,10,Love in the Afternoon (1957)
391,2.7458,59,Last Action Hero (1993)
209,3.9058,191,This Is Spinal Tap (1984)
1459,3.5714,7,Madame Butterfly (1995)
1070,3.7407,27,Living in Oblivion (1995)
810,2.8889,45,"Shadow, The (1994)"
1413,2.75,8,Street Fighter (1994)
22,4.1515,297,Braveheart (1995)
1506,3.6667,3,Nelly & Monsieur Arnaud (1995)
112,2.45,20,Flipper (1996)
437,1,5,Amityville 1992: It's About Time (1992)
233,3.2903,124,Under Siege (1992)
833,3.2041,49,Bulletproof (1996)
1348,1,1,Every Other Weekend (1990)
1279,2.8889,9,Wild America (1997)
663,3.9052,116,Being There (1979)
459,3.75,24,"Cry, the Beloved Country (1995)"
217,3.1583,120,Bram Stoker's Dracula (1992)
473,3.127,126,James and the Giant Peach (1996)
1593,4,1,Death in Brunswick (1991)
229,3.1111,171,Star Trek III: The Search for Spock (1984)
1181,2.5,10,"Low Down Dirty Shame, A (1994)"
1647,3,1,Hana-bi (1997)
336,2.6279,43,Playing God (1997)
1557,1,1,Yankee Zulu (1994)
1164,2.1667,6,Zeus and Roxanne (1997)
1009,3.375,64,Stealing Beauty (1996)
1495,3.6,5,Flirt (1995)
1247,1.8333,6,Bad Girls (1994)
1245,3.2105,19,Gridlock'd (1997)
619,3.1719,64,Extreme Measures (1996)
369,2.6364,55,Black Sheep (1996)
420,3.6667,81,Alice in Wonderland (1951)
277,3.4648,71,Restoration (1995)
105,2.5676,74,Sgt. Bilko (1996)
313,4.2457,350,Titanic (1997)
838,2.75,4,In the Line of Duty 2 (1987)
297,3.96,50,Ulee's Gold (1997)
1386,2.6667,6,Tetsuo II: Body Hammer (1992)
302,4.1616,297,L.A. Confidential (1997)
389,3.4444,27,Black Beauty (1994)
1650,4,1,"Butcher Boy, The (1998)"
1258,2.5217,23,Trial and Error (1997)
1073,3.8182,66,Shallow Grave (1994)
408,4.4911,112,"Close Shave, A (1995)"
640,3.0244,82,"Cook the Thief His Wife & Her Lover, The (1989)"
721,3.4444,54,Mallrats (1995)
1192,3.3846,13,"Boys of St. Vincent, The (1993)"
974,3.0313,32,Eye for an Eye (1996)
1200,3.2857,7,Kim (1950)
1533,4,1,I Don't Want to Talk About It (De eso no se habla) (1993)
484,4.2101,138,"Maltese Falcon, The (1941)"
1354,1,2,Venice/Venice (1992)
1311,2.5,16,Waiting to Exhale (1995)
365,3.2083,48,Powder (1995)
539,2.4773,44,Mouse Hunt (1997)
410,3.1296,162,Kingpin (1996)
792,3.7209,86,Bullets Over Broadway (1994)
1231,2.5,22,Marked for Death (1990)
937,3.4054,37,"Thousand Acres, A (1997)"
797,3.0968,31,Timecop (1994)
428,3.8182,121,Harold and Maude (1971)
77,3.2781,151,"Firm, The (1993)"
425,3.7412,85,Bob Roberts (1992)
976,1.8333,12,Solo (1996)
1013,2.2895,38,Anaconda (1997)
662,3.4268,82,Somewhere in Time (1980)
255,3.3605,172,My Best Friend's Wedding (1997)
1387,2,3,Fall (1997)
1303,2.3333,18,"Getaway, The (1994)"
331,3.5398,113,"Edge, The (1997)"
1527,2.4286,7,Senseless (1998)
597,3.1505,206,Eraser (1996)
1503,3.1,10,Gold Diggers: The Secret of Bear Mountain (1995)
1148,3.3333,9,Tom & Viv (1994)
579,2.6316,19,Fatal Instinct (1993)
1394,2.4286,7,Swept from the Sea (1997)
458,3.1222,90,Nixon (1995)
876,2.7021,47,Money Talks (1997)
346,3.6429,126,Jackie Brown (1997)
1123,3.6667,3,"Last Time I Saw Paris, The (1954)"
1652,1.6667,3,Temptress Moon (Feng Yue) (1996)
981,1.75,8,Dangerous Ground (1997)
2,3.2061,131,GoldenEye (1995)
45,4.05,80,Eat Drink Man Woman (1994)
1176,3.3636,22,Welcome To Sarajevo (1997)
1095,2.6207,29,High School High (1996)
324,3.136,125,Lost Highway (1997)
439,1,5,Amityville: A New Generation (1993)
836,3.7692,26,Ninotchka (1939)
301,3.3043,230,In & Out (1997)
656,4,44,M (1931)
1116,3.6154,13,"Mark of Zorro, The (1940)"
192,4.1207,116,Raging Bull (1980)
1264,3.2857,7,Nothing to Lose (1994)
942,3.4889,45,What's Love Got to Do with It (1993)
1513,2,3,Sprung (1997)
513,4.3333,72,"Third Man, The (1949)"
922,3.8235,34,Dead Man (1995)
750,3.8548,124,Amistad (1997)
316,4.1964,112,As Good As It Gets (1997)
1119,3.661,59,Some Kind of Wonderful (1987)
1122,5,1,They Made Me a Criminal (1939)
147,3.4703,185,"Long Kiss Goodnight, The (1996)"
284,3.1606,193,Tin Cup (1996)
1631,3.5,2,"Slingshot, The (1993)"
191,4.163,276,Amadeus (1984)
939,3.6,60,Murder in the First (1995)
1361,2.6667,3,"Search for One-eye Jimmy, The (1996)"
1131,4,13,Safe (1995)
1558,3.5714,7,Aparajito (1956)
303,3.6866,134,Ulee's Gold (1997)
1484,2.6667,3,"Jerky Boys, The (1994)"
1182,2.3077,13,Cops and Robbersons (1994)
499,3.9516,62,Cat on a Hot Tin Roof (1958)
970,3.25,8,Hear My Song (1991)
1442,2.4,5,"Scarlet Letter, The (1995)"
1239,2.4444,18,Cutthroat Island (1995)
1661,1,1,"New Age, The (1994)"
1185,2.2778,18,In the Army Now (1994)
604,4.0123,81,It Happened One Night (1934)
1060,3.0513,39,"Adventures of Pinocchio, The (1996)"
1093,3.087,23,Live Nude Girls (1995)
26,3.4521,73,"Brothers McMullen, The (1995)"
1143,4,15,Hard Eight (1996)
1300,2.3333,9,'Til There Was You (1997)
1589,3,4,Schizopolis (1996)
276,3.698,298,Leaving Las Vegas (1995)
968,3.7222,18,"Inspector General, The (1949)"
591,3.6011,178,Primal Fear (1996)
21,2.7619,84,Muppet Treasure Island (1996)
1142,4.0455,44,When We Were Kings (1996)
1521,3,4,Mr. Wonderful (1993)
1041,3.1935,62,Forget Paris (1995)
1520,3,1,"Fear, The (1995)"
496,4.1212,231,It's a Wonderful Life (1946)
1651,4,1,"Spanish Prisoner, The (1997)"
250,3.4772,197,"Fifth Element, The (1997)"
1263,2.9333,15,Foxfire (1996)
1377,3.25,4,Hotel de Love (1996)
675,3.5556,54,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"
1292,1.6667,3,"Simple Wish, A (1997)"
326,3.36,175,G.I. Jane (1997)
1058,3.2667,15,"War, The (1994)"
170,4.1736,121,Cinema Paradiso (1988)
961,3.6176,34,Orlando (1993)
1281,3.1538,13,Manny & Lo (1996)
406,2.449,49,Thinner (1996)
1516,4,3,"Wedding Gift, The (1994)"
931,2.1579,57,"Island of Dr. Moreau, The (1996)"
1166,3.1667,12,Love & Human Remains (1993)
884,3.2857,7,Year of the Horse (1997)
64,4.4452,283,"Shawshank Redemption, The (1994)"
759,2.1818,11,Fair Game (1995)
1146,2,3,Calendar Girl (1993)
593,3.1667,12,Stalingrad (1993)
1536,5,1,Aiqing wansui (1994)
1489,2.2,5,Chasers (1994)
1622,2.3333,3,"Paris, France (1993)"
1663,2,1,Nothing Personal (1995)
419,3.7247,178,Mary Poppins (1964)
518,3.6517,89,Miller's Crossing (1990)
1581,1,1,"Woman in Question, The (1950)"
1473,3.5556,9,"Little Princess, The (1939)"
148,3.2031,128,"Ghost and the Darkness, The (1996)"
1608,2.25,4,Buddy (1997)
738,2.8387,31,Threesome (1994)
764,2.7586,29,If Lucy Fell (1996)
1359,1,2,Boys in Venice (1996)
223,4.1985,136,Sling Blade (1996)
603,4.3876,209,Rear Window (1954)
1212,2.8333,6,Flesh and Bone (1993)
72,3.1938,129,"Mask, The (1994)"
107,3.5,42,Moll Flanders (1996)
775,2.7692,26,Something to Talk About (1995)
1112,2.8,15,Cobb (1994)
149,3,23,Jude (1996)
1173,2.5714,7,Bliss (1997)
855,3.7273,66,Diva (1981)
1454,3,6,Angel and the Badman (1947)
1640,3,1,"Eighth Day, The (1996)"
506,3.8556,90,Rebel Without a Cause (1955)
1254,1.8182,11,Gone Fishin' (1997)
713,3.6111,72,Othello (1995)
1591,3.1667,6,Duoluo tianshi (1995)
1399,2.4286,7,Stranger in the House (1997)
1528,2.3333,3,Nowhere (1997)
858,1,3,Amityville: Dollhouse (1996)
1411,2.5714,28,Barbarella (1968)
433,3.6901,171,Heathers (1989)
1594,4.5,2,Everest (1998)
474,4.2526,194,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
422,2.8462,26,Aladdin and the King of Thieves (1996)
1508,2.3333,3,"Babysitter, The (1995)"
1207,2.2941,17,Jade (1995)
405,3.314,344,Mission: Impossible (1996)
312,3.1625,80,Midnight in the Garden of Good and Evil (1997)
621,2.9091,11,"Davy Crockett, King of the Wild Frontier (1955)"
977,2.6939,49,"Substitute, The (1996)"
388,2.3929,28,Beverly Hills Cop III (1994)
595,3.0938,64,"Fan, The (1996)"
979,3.2,35,"Trigger Effect, The (1996)"
1574,1,1,Pharaoh's Army (1995)
887,3.6094,64,Eve's Bayou (1997)
469,3.7761,67,Short Cuts (1993)
270,3.5956,136,Gattaca (1997)
384,2.7826,69,Naked Gun 33 1/3: The Final Insult (1994)
910,2,4,Nil By Mouth (1997)
1496,2.8,5,Carpool (1996)
598,2.25,4,"Big Squeeze, The (1996)"
625,3.3293,82,"Sword in the Stone, The (1963)"
1222,2.68,25,Judgment Night (1993)
1426,3.25,8,Grace of My Heart (1996)
616,3.4219,64,Night of the Living Dead (1968)
1628,3.75,4,Lamerica (1994)
728,3.0222,45,Junior (1994)
208,3.945,200,Young Frankenstein (1974)
1501,3,5,Prisoner of the Mountains (Kavkazsky Plennik) (1996)
156,3.9865,148,Reservoir Dogs (1992)
522,3.7714,35,Down by Law (1986)
279,3.2857,28,Once Upon a Time... When We Were Colored (1995)
173,4.1728,324,"Princess Bride, The (1987)"
183,4.0344,291,Alien (1979)
58,3.6457,175,Quiz Show (1994)
260,2.5748,127,Event Horizon (1997)
509,3.8512,121,My Left Foot (1989)
1198,3.1429,7,Purple Noon (1960)
186,3.8367,251,"Blues Brothers, The (1980)"
1038,2.8235,17,Switchback (1997)
555,2,10,White Man's Burden (1995)
1410,2.75,4,Harlem (1993)
1553,2.75,4,"Underneath, The (1995)"
1031,2.2857,7,Lassie (1994)
829,2.6471,34,Fled (1996)
1180,2.5,10,I Love Trouble (1994)
1316,2.7143,7,"Horse Whisperer, The (1998)"
1507,3,1,Three Lives and Only One Death (1996)
596,3.378,127,"Hunchback of Notre Dame, The (1996)"
1145,2.6667,9,Blue Chips (1994)
1609,1.6667,3,B*A*P*S (1997)
1365,1.5,2,Johnny 100 Pesos (1993)
1364,1,1,Bird of Prey (1996)
225,2.9083,109,101 Dalmatians (1996)
615,4.0508,59,"39 Steps, The (1935)"
1065,3.4906,53,Koyaanisqatsi (1983)
1274,1.7273,11,Robocop 3 (1993)
1488,3,4,Germinal (1993)
563,2.4138,29,Stephen King's The Langoliers (1995)
37,2.25,8,Nadja (1994)
1064,4.25,4,Crossfire (1947)
290,3.1146,96,Fierce Creatures (1997)
1204,3.6111,18,To Be or Not to Be (1942)
996,2.5,14,"Big Green, The (1995)"
1681,3,1,You So Crazy (1994)
76,3.4074,54,Carlito's Way (1993)
895,3.217,106,Scream 2 (1997)
1020,3.8857,35,Gaslight (1944)
1396,4.2,5,Stonewall (1995)
1271,2.7143,7,North (1994)
1069,3.1667,18,Amateur (1994)
9,3.8963,299,Dead Man Walking (1995)
1167,3.5455,11,"Sum of Us, The (1994)"
1658,3,3,"Substance of Fire, The (1996)"
59,4.0602,83,Three Colors: Red (1994)
296,3.3333,6,"Promesse, La (1996)"
1343,1,1,Lotto Land (1995)
1216,3,6,Kissed (1996)
1572,1,1,Wend Kuuni (God's Gift) (1982)
1074,2.961,77,Reality Bites (1994)
807,2.7778,9,Poetic Justice (1993)
672,2.7231,65,Candyman (1992)
483,4.4568,243,Casablanca (1942)
1346,2.4,5,Dingo (1992)
55,3.7047,149,"Professional, The (1994)"
1320,1,1,Homage (1995)
441,2.566,53,"Amityville Horror, The (1979)"
779,2.5484,31,Drop Zone (1994)
681,2.4444,27,Wishmaster (1997)
1209,2.5333,15,Mixed Nuts (1994)
1498,4,1,Farmer & Chase (1995)
763,3.3893,149,Happy Gilmore (1996)
238,3.875,256,Raising Arizona (1987)
3,3.0333,90,Four Rooms (1995)
161,3.4818,220,Top Gun (1986)
867,4,6,"Whole Wide World, The (1996)"
1201,5,1,Marlene Dietrich: Shadow and Light (1996) 
79,4.0446,336,"Fugitive, The (1993)"
210,3.9305,331,Indiana Jones and the Last Crusade (1989)
1289,2.1429,7,Jack and Sarah (1995)
505,4,68,Dial M for Murder (1954)
1611,3,2,Intimate Relations (1996)
16,3.2051,39,French Twist (Gazon maudit) (1995)
1061,2.931,29,"Evening Star, The (1996)"
1211,3.4167,12,Blue Sky (1994)
1468,3.3333,6,"Cure, The (1995)"
1117,3.1053,19,Surviving Picasso (1996)
532,3.3182,22,Kama Sutra: A Tale of Love (1996)
1080,4,2,Celestial Clockwork (1994)
846,3.0682,44,To Gillian on Her 37th Birthday (1996)
661,4.1023,88,High Noon (1952)
1424,2.3333,3,I Like It Like That (1994)
1344,3.2,5,"Story of Xinghua, The (1993)"
1404,3.2308,13,Withnail and I (1987)
